Seq_ID	Origin	Farming	Condition	Stage	Time	Latitude	Longitude	Variety	Date	Density_must	pH_must	Acetic_acid	Ammonia	Sugars	Glycerol	Lactic_acid	Malic_acid	PAN	Ethanol	Tartaric_acid	Citric_acid	Succinic_acid	pH	CFU	CFU_max	Total_fermentation_days	Weight_loss_max	Weight_loss_average	Time_hours_CFU_max	Region
ITS-172	R2	ECO	NH4	1_middle	192	42.140991	-1.879401	Tempranillo	02/09/2020	1099	3.57	0.13	222	158.99	6.46	8.17	1.5	63	NA	NA	NA	NA	NA	1.20E+06	4.00E+07	19	0.850932951	0.17	144	Rioja
ITS-190	R2	ECO	SO2	1_middle	312	42.140991	-1.879401	Tempranillo	02/09/2020	1099	3.57	0.1	23	167.35	5.82	4.65	1.5	10	NA	NA	NA	NA	NA	1.40E+07	2.00E+07	31	0.421685396	0.1	312	Rioja
ITS-140	R3A	CONV	Control	1_middle	168	42.1399472	-1.8816524	Tempranillo	02/09/2020	1098	3.68	0.03	28	170.18	6.33	0.71	2.07	12	NA	NA	NA	NA	NA	1.37E+08	9.20E+07	40	0.420768992	0.1	96	Rioja
NA	R3A	CONV	18C	1_middle	NA	42.1399472	-1.8816524	Tempranillo	02/09/2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Rioja
ITS-175	R3A	CONV	NH4	1_middle	240	42.1399472	-1.8816524	Tempranillo	02/09/2020	1098	3.68	0.31	309	160.69	6.54	7.84	1.95	52	NA	NA	NA	NA	NA	2.34E+07	8.00E+07	24	1.085667553	0.14	144	Rioja
ITS-193	R3A	CONV	SO2	1_middle	264	42.1399472	-1.8816524	Tempranillo	02/09/2020	1098	3.68	0	39	177.91	5.23	0.05	2.52	19	NA	NA	NA	NA	NA	1.23E+07	6.00E+07	32	0.398744379	0.09	144	Rioja
ITS-139	R3A	ECO	Control	1_middle	144	42.1234189	-1.8844584	Tempranillo	02/09/2020	1096	3.51	0.13	6	164.7	5.28	8.14	1.54	10	NA	NA	NA	NA	NA	3.86E+07	4.40E+07	19	0.649283083	0.16	96	Rioja
ITS-157	R3A	ECO	18C	1_middle	264	42.1234189	-1.8844584	Tempranillo	02/09/2020	1096	3.51	0.16	22	167.76	5.7	8.85	1.42	29	NA	NA	NA	NA	NA	2.28E+07	4.00E+07	28	0.569352897	0.11	144	Rioja
ITS-174	R3A	ECO	NH4	1_middle	144	42.1234189	-1.8844584	Tempranillo	02/09/2020	1096	3.51	0.34	341	168.73	4.54	0.52	2.52	66	NA	NA	NA	NA	NA	6.40E+06	4.00E+07	19	0.493243803	0.17	96	Rioja
ITS-192	R3A	ECO	SO2	1_middle	144	42.1234189	-1.8844584	Tempranillo	02/09/2020	1096	3.51	0.12	23	157.35	5.74	12.39	1.45	23	NA	NA	NA	NA	NA	3.32E+07	8.00E+07	19	0.623033743	0.16	96	Rioja
ITS-142	R3B	CONV	Control	1_middle	168	42.1399979	-1.8821292	Tempranillo	02/09/2020	1094	3.52	0.08	33	168.19	5.16	3.33	1.54	7	NA	NA	NA	NA	NA	8.00E+06	8.00E+07	47	0.529975313	0.1	144	Rioja
ITS-159	R3B	CONV	18C	1_middle	288	42.1399979	-1.8821292	Tempranillo	02/09/2020	1094	3.52	0.04	34	178.12	4.86	3.18	1.63	47	NA	NA	NA	NA	NA	1.45E+07	8.00E+07	40	0.460692864	0.08	144	Rioja
ITS-177	R3B	CONV	NH4	1_middle	144	42.1399979	-1.8821292	Tempranillo	02/09/2020	1094	3.52	0.16	299	135.82	4.71	9.99	1.37	66	NA	NA	NA	NA	NA	1.36E+07	3.20E+07	19	0.725743268	0.16	96	Rioja
ITS-195	R3B	CONV	SO2	1_middle	192	42.1399979	-1.8821292	Tempranillo	02/09/2020	1094	3.52	0.07	19	135.58	7.62	6.66	1.65	24	NA	NA	NA	NA	NA	2.18E+07	8.00E+07	24	0.621998434	0.14	192	Rioja
ITS-141	R3B	ECO	Control	1_middle	144	42.1223076	-1.8856191	Tempranillo	02/09/2020	1094	3.47	0.06	19	158.72	5.53	9.54	1.6	4	NA	NA	NA	NA	NA	2.00E+06	8.00E+07	21	0.458572173	0.14	96	Rioja
ITS-158	R3B	ECO	18C	1_middle	264	42.1223076	-1.8856191	Tempranillo	02/09/2020	1094	3.47	0.14	37	162.37	4.69	4.67	1.78	25	NA	NA	NA	NA	NA	2.45E+07	8.00E+07	47	0.307892091	0.06	144	Rioja
ITS-176	R3B	ECO	NH4	1_middle	72	42.1223076	-1.8856191	Tempranillo	02/09/2020	1094	3.47	0.07	155	155.96	4.46	9.85	1.31	22	NA	NA	NA	NA	NA	4.15E+07	5.60E+07	19	0.991067896	0.15	48	Rioja
ITS-194	R3B	ECO	SO2	1_middle	336	42.1223076	-1.8856191	Tempranillo	02/09/2020	1094	3.47	0.06	32	164.06	5.12	9.79	1.57	4	NA	NA	NA	NA	NA	1.89E+07	5.64E+07	39	0.505925251	0.07	408	Rioja
ITS-144	R3C	CONV	Control	1_middle	144	42.1399912	-1.8824665	Tempranillo	02/09/2020	1098	3.65	0.03	34	173.45	4.84	3.9	1.72	18	NA	NA	NA	NA	NA	2.01E+07	4.00E+07	19	0.515942627	0.12	144	Rioja
ITS-161	R3C	CONV	18C	1_middle	336	42.1399912	-1.8824665	Tempranillo	02/09/2020	1098	3.65	0.1	21	175.62	4.68	3.68	1.67	23	NA	NA	NA	NA	NA	1.56E+07	8.00E+07	47	0.585050646	0.08	144	Rioja
ITS-179	R3C	CONV	NH4	1_middle	120	42.1399912	-1.8824665	Tempranillo	02/09/2020	1098	3.65	0.18	326	161.54	4.82	13.68	1.32	30	NA	NA	NA	NA	NA	3.18E+07	1.36E+08	21	0.750543569	0.13	72	Rioja
ITS-197	R3C	CONV	SO2	1_middle	192	42.1399912	-1.8824665	Tempranillo	02/09/2020	1098	3.65	0.21	35	169.02	6.45	0.11	1.74	21	NA	NA	NA	NA	NA	1.94E+07	4.96E+07	27	0.616868307	0.13	96	Rioja
ITS-143	R3C	ECO	Control	1_middle	120	42.12286064	-1.886675892	Tempranillo	02/09/2020	1098	3.57	0.19	40	187.24	6.96	1.06	1.56	26	NA	NA	NA	NA	NA	3.36E+07	4.00E+07	24	0.526495289	0.14	96	Rioja
ITS-160	R3C	ECO	18C	1_middle	264	42.12286064	-1.886675892	Tempranillo	02/09/2020	1098	3.57	0.16	40	175.1	6.5	0.41	1.78	5	NA	NA	NA	NA	NA	1.20E+07	8.00E+07	40	0.418142254	0.16	192	Rioja
ITS-178	R3C	ECO	NH4	1_middle	96	42.12286064	-1.886675892	Tempranillo	02/09/2020	1098	3.57	0.21	232	138.65	6.94	2.16	1.41	30	NA	NA	NA	NA	NA	5.96E+07	1.20E+07	21	0.981370592	0.16	192	Rioja
ITS-196	R3C	ECO	SO2	1_middle	168	42.12286064	-1.886675892	Tempranillo	02/09/2020	1098	3.57	0.17	39	170.64	7.02	0.12	1.71	20	NA	NA	NA	NA	NA	4.96E+07	1.60E+08	21	0.510951962	0.07	192	Rioja
ITS-127	RdG	CONV	Control	1_middle	140	38.771684	-6.127178	Garnacha	11/08/2020	1091	3.45	0.69	92	137.6	5.87	0.03	0.63	110	NA	NA	NA	NA	NA	2.69E+08	2.28E+08	20	0.8681635	0.2	192	Ribera del Guadiana
ITS-145	RdG	CONV	18C	1_middle	290	38.771684	-6.127178	Garnacha	11/08/2020	1091	3.45	0.3	157	149.05	5.1	0.02	1.27	84	NA	NA	NA	NA	NA	2.72E+08	3.08E+08	33	0.378872853	0.11	72	Ribera del Guadiana
ITS-162	RdG	CONV	NH4	1_middle	140	38.771684	-6.127178	Garnacha	11/08/2020	1091	3.45	0.68	443	132.31	6.06	0.05	0.64	136	NA	NA	NA	NA	NA	1.76E+08	2.64E+08	20	0.945939873	0.17	192	Ribera del Guadiana
ITS-180	RdG	CONV	SO2	1_middle	290	38.771684	-6.127178	Garnacha	11/08/2020	1091	3.45	0.58	100	144.03	5.23	0.03	0.64	117	NA	NA	NA	NA	NA	4.00E+08	2.80E+08	30	1.315722372	0.15	290	Ribera del Guadiana
ITS-128	RdG	ECO	Control	1_middle	72	38.78781	-6.14729	Tempranillo	11/08/2020	1096	3.91	0.04	35	154.28	5.92	0.65	2.54	10	NA	NA	NA	NA	NA	4.40E+08	3.56E+08	22	3.432846937	0.16	356	Ribera del Guadiana
ITS-146	RdG	ECO	18C	1_middle	192	38.78781	-6.14729	Tempranillo	11/08/2020	1096	3.91	0.05	16	149.57	6.35	1.57	2.56	16	NA	NA	NA	NA	NA	1.36E+08	1.48E+08	30	0.537790373	0.11	72	Ribera del Guadiana
ITS-163	RdG	ECO	NH4	1_middle	72	38.78781	-6.14729	Tempranillo	11/08/2020	1096	3.91	0.22	130	131.44	5.55	1.89	2.07	29	NA	NA	NA	NA	NA	1.95E+08	2.80E+08	20	1.169838511	0.17	72	Ribera del Guadiana
ITS-181	RdG	ECO	SO2	1_middle	164	38.78781	-6.14729	Tempranillo	11/08/2020	1096	3.91	0.03	4	147.76	5.52	4.73	2.34	14	NA	NA	NA	NA	NA	2.80E+07	4.80E+07	22	0.730083745	0.15	192	Ribera del Guadiana
ITS-134	VLP	CONV	Control	1_middle	72	38.815116	-3.391011	Tempranillo	31/08/2020	1084	3.79	0.04	36	120.38	5.74	0.03	1.86	19	NA	NA	NA	NA	NA	1.92E+07	3.20E+07	20	0.986211099	0.22	48	Valdepe�as
ITS-152	VLP	CONV	18C	1_middle	120	38.815116	-3.391011	Tempranillo	31/08/2020	1084	3.79	0.03	17	129.62	4.74	0.06	1.73	19	NA	NA	NA	NA	NA	2.20E+07	1.60E+08	20	0.438466427	0.2	192	Valdepeñas
ITS-169	VLP	CONV	NH4	1_middle	72	38.815116	-3.391011	Tempranillo	31/08/2020	1084	3.79	0.07	195	126.05	5.31	0.04	1.87	75	NA	NA	NA	NA	NA	1.22E+07	3.60E+07	20	1.61839101	0.22	192	Valdepeñas
ITS-187	VLP	CONV	SO2	1_middle	72	38.815116	-3.391011	Tempranillo	31/08/2020	1084	3.79	0.09	12	100.12	7.47	0.06	1.71	26	NA	NA	NA	NA	NA	1.02E+08	2.40E+08	22	1.307732226	0.22	144	Valdepeñas
ITS-133	VLP	ECO	Control	1_middle	72	38.815643	-3.3908634	Tempranillo	31/08/2020	1094	3.78	0.06	37	123.94	6.64	0.04	1.27	23	NA	NA	NA	NA	NA	7.08E+07	8.40E+07	20	1.289877027	0.29	72	Valdepeñas
ITS-151	VLP	ECO	18C	1_middle	120	38.815643	-3.3908634	Tempranillo	31/08/2020	1094	3.78	0.05	19	156.52	4.67	0.03	1.2	26	NA	NA	NA	NA	NA	6.86E+07	1.20E+08	20	0.653838196	0.23	120	Valdepeñas
ITS-168	VLP	ECO	NH4	1_middle	72	38.815643	-3.3908634	Tempranillo	31/08/2020	1094	3.78	0.08	53	124.6	7.11	0.05	1.12	59	NA	NA	NA	NA	NA	8.69E+07	8.80E+07	20	1.481811102	0.27	72	Valdepeñas
ITS-186	VLP	ECO	SO2	1_middle	72	38.815643	-3.3908634	Tempranillo	31/08/2020	1094	3.78	0.1	21	117.32	7.26	0.05	1.27	29	NA	NA	NA	NA	NA	8.74E+07	1.60E+08	22	1.446842029	0.28	144	Valdepeñas
ITS-203	LM	CONV	Control	2_final	336	39.183196	-2.169892	Tempranillo	29/08/2020	1088	3.54	0.16	7	23.33	8.14	0	2.38	11	NA	NA	NA	NA	NA	2.82E+07	6.00E+07	24	0.501393875	0.19	192	La Mancha
ITS-220	LM	CONV	18C	2_final	864	39.183196	-2.169892	Tempranillo	29/08/2020	1088	3.54	0.21	11	14.23	8.25	0	2.2	8	NA	NA	NA	NA	NA	1.25E+06	6.80E+07	43	0.511393207	0.11	216	La Mancha
ITS-237	LM	CONV	NH4	2_final	192	39.183196	-2.169892	Tempranillo	29/08/2020	1088	3.54	0.14	12	15.41	7.91	0	1.56	20	NA	NA	NA	NA	NA	7.66E+07	1.12E+08	22	1.252840258	0.22	96	La Mancha
ITS-255	LM	CONV	SO2	2_final	336	39.183196	-2.169892	Tempranillo	29/08/2020	1088	3.54	0.18	18	13.21	7.87	0	2.51	14	NA	NA	NA	NA	NA	2.31E+07	3.52E+08	29	0.568482823	0.17	72	La Mancha
ITS-202	LM	ECO	Control	2_final	672	39.0944483	-2.3329039	Tempranillo	29/08/2020	1103	3.8	0.5	12	10.52	8.19	2.02	1.34	25	NA	NA	NA	NA	NA	1.10E+06	1.60E+08	34	0.903728881	0.18	192	La Mancha
ITS-219	LM	ECO	18C	2_final	816	39.0944483	-2.3329039	Tempranillo	29/08/2020	1103	3.8	0.12	13	3.28	8.59	0.02	1.98	15	NA	NA	NA	NA	NA	1.87E+07	8.00E+07	43	0.67623322	0.13	192	La Mancha
ITS-236	LM	ECO	NH4	2_final	408	39.0944483	-2.3329039	Tempranillo	29/08/2020	1103	3.8	0.28	76	2.47	9.47	2.43	1.17	59	NA	NA	NA	NA	NA	4.70E+06	4.48E+07	22	1.183219075	0.25	120	La Mancha
ITS-254	LM	ECO	SO2	2_final	528	39.0944483	-2.3329039	Tempranillo	29/08/2020	1103	3.8	0.12	23	5.22	8.99	0.01	1.61	26	NA	NA	NA	NA	NA	6.96E+06	1.20E+08	27	2.025581969	0.22	264	La Mancha
ITS-201	M	CONV	Control	2_final	360	40.0997	-3.390333	Tempranillo	02/09/2020	1111	3.74	0.49	33	164.38	5.34	0.02	1.65	50	NA	NA	NA	NA	NA	8.00E+03	4.00E+06	20	0.503947589	0.14	96	Madrid
ITS-218	M	CONV	18C	2_final	480	40.0997	-3.390333	Tempranillo	02/09/2020	1111	3.74	0.57	57	178.51	5.94	0.02	1.37	25	NA	NA	NA	NA	NA	3.24E+06	4.40E+07	41	0.310613352	0.07	144	Madrid
ITS-235	M	CONV	NH4	2_final	360	40.0997	-3.390333	Tempranillo	02/09/2020	1111	3.74	0.48	232	142.77	4.89	0	1.67	79	NA	NA	NA	NA	NA	0.00E+00	1.20E+08	20	0.53412945	0.15	168	Madrid
ITS-252	M	CONV	SO2	2_final	672	40.0997	-3.390333	Tempranillo	02/09/2020	1111	3.74	0.47	24	158.81	6.66	0.04	1.13	55	NA	NA	NA	NA	NA	8.00E+03	4.40E+07	32	0.538072372	0.09	144	Madrid
ITS-200	M	ECO	Control	2_final	648	40.1161247	-3.3723842	Tempranillo	02/09/2020	1107	3.51	0.65	60	154.88	9.23	1.2	0.46	38	NA	NA	NA	NA	NA	4.35E+05	8.00E+07	34	0.498401354	0.11	168	Madrid
ITS-217	M	ECO	18C	2_final	480	40.116125	-3.3723845	Tempranillo	02/09/2020	1107	3.51	0.58	72	169.85	8.7	0.63	0.35	12	NA	NA	NA	NA	NA	2.42E+06	5.20E+07	28	0.366144984	0.1	96	Madrid
ITS-234	M	ECO	NH4	2_final	624	40.1161256	-3.3723851	Tempranillo	02/09/2020	1107	3.51	0.67	232	147.65	8.25	1.66	0.23	72	NA	NA	NA	NA	NA	8.20E+04	4.28E+07	35	0.477326969	0.09	48	Madrid
ITS-253	M	ECO	SO2	2_final	360	40.1161253	-3.3723848	Tempranillo	02/09/2020	1107	3.51	0.53	26	191.15	5.62	0.03	0.87	40	NA	NA	NA	NA	NA	5.10E+05	4.80E+07	34	0.500339737	0.09	96	Madrid
ITS-207	R1	CONV	Control	2_final	576	42.1405764	-1.8781454	Tempranillo	02/09/2020	1092	3.44	0.38	16	3.97	7.07	0	1.17	13	NA	NA	NA	NA	NA	2.03E+07	4.88E+07	31	0.89265888	0.15	48	Rioja
ITS-224	R1	CONV	18C	2_final	432	42.1405764	-1.8781454	Tempranillo	02/09/2020	1092	3.44	0.38	69	115.17	5.38	0	1.06	20	NA	NA	NA	NA	NA	5.06E+06	8.00E+07	34	0.381886477	0.07	96	Rioja
ITS-241	R1	CONV	NH4	2_final	456	42.1405764	-1.8781454	Tempranillo	02/09/2020	1092	3.44	0.4	230	99.98	5.16	0.34	1.02	58	NA	NA	NA	NA	NA	3.90E+05	8.00E+07	27	0.582045172	0.11	144	Rioja
ITS-259	R1	CONV	SO2	2_final	336	42.1405764	-1.8781454	Tempranillo	02/09/2020	1092	3.44	0.32	28	64.58	6.58	4.98	0.74	25	NA	NA	NA	NA	NA	6.26E+05	7.60E+07	19	1.013817349	0.19	144	Rioja
ITS-206	R1	ECO	Control	2_final	336	42.135349	-1.871122	Tempranillo	02/09/2020	1095	3.48	0.27	13	79.85	6.42	6.95	1.38	14	NA	NA	NA	NA	NA	2.57E+06	4.80E+07	19	0.629668498	0.18	92	Rioja
ITS-223	R1	ECO	18C	2_final	600	42.135349	-1.871122	Tempranillo	02/09/2020	1095	3.48	0.38	18	88.11	6.07	4.16	1.32	9	NA	NA	NA	NA	NA	3.11E+07	9.20E+07	42	0.388098318	0.08	96	Rioja
ITS-240	R1	ECO	NH4	2_final	312	42.135349	-1.871122	Tempranillo	02/09/2020	1095	3.48	0.28	107	81.65	5.24	9.53	1.3	35	NA	NA	NA	NA	NA	1.20E+04	6.40E+07	19	1.061455883	0.17	72	Rioja
ITS-258	R1	ECO	SO2	2_final	408	42.135349	-1.871122	Tempranillo	02/09/2020	1095	3.48	0.27	0	70.24	6.62	7.04	1.37	15	NA	NA	NA	NA	NA	2.00E+05	1.20E+08	19	0.684637551	0.19	144	Rioja
ITS-208	R2	CONV	Control	2_final	432	42.1405764	-1.8781454	Tempranillo	02/09/2020	1097	3.52	0.27	0	90.88	7.26	1.13	1.32	14	NA	NA	NA	NA	NA	1.86E+06	4.00E+07	24	0.50833098	0.13	144	Rioja
ITS-225	R2	CONV	18C	2_final	600	42.1405764	-1.8781454	Tempranillo	02/09/2020	1097	3.52	0.28	21	89.31	6.83	6.78	0.92	12	NA	NA	NA	NA	NA	1.56E+06	4.00E+07	33	0.485506799	0.12	144	Rioja
ITS-242	R2	CONV	NH4	2_final	336	42.1405764	-1.8781454	Tempranillo	02/09/2020	1097	3.52	0.23	205	92.78	6.19	12.08	1.07	37	NA	NA	NA	NA	NA	1.64E+06	4.00E+07	19	0.658515571	0.15	144	Rioja
ITS-260	R2	CONV	SO2	2_final	504	42.1405764	-1.8781454	Tempranillo	02/09/2020	1097	3.52	0.04	15	50.64	7.95	0	3.88	12	NA	NA	NA	NA	NA	0.00E+00	4.92E+07	20	0.642884973	0.21	96	Rioja
ITS-209	R2	ECO	Control	2_final	576	42.140991	-1.879401	Tempranillo	02/09/2020	1099	3.57	0.2	0	109.94	6.06	6.42	1.11	8	NA	NA	NA	NA	NA	NA	4.00E+07	31	0.61878313	0.1	96	Rioja
ITS-226	R2	ECO	18C	2_final	768	42.140991	-1.879401	Tempranillo	02/09/2020	1099	3.57	0.25	7	128.61	5.54	1.87	1.31	8	NA	NA	NA	NA	NA	7.12E+06	3.16E+07	40	0.422908601	0.07	264	Rioja
ITS-243	R2	ECO	NH4	2_final	336	42.140991	-1.879401	Tempranillo	02/09/2020	1099	3.57	0.18	155	105.42	5.61	7.45	1.05	28	NA	NA	NA	NA	NA	1.40E+06	4.00E+07	19	0.850932951	0.17	144	Rioja
ITS-261	R2	ECO	SO2	2_final	600	42.140991	-1.879401	Tempranillo	02/09/2020	1099	3.57	0.19	11	108.36	6.8	5.42	1.16	9	NA	NA	NA	NA	NA	1.60E+06	2.00E+07	31	0.421685396	0.1	312	Rioja
ITS-211	R3A	CONV	Control	2_final	600	42.1399472	-1.8816524	Tempranillo	02/09/2020	1098	3.68	0.23	6	77.24	7.67	0.63	1.61	15	NA	NA	NA	NA	NA	6.13E+05	9.20E+07	40	0.420768992	0.1	96	Rioja
NA	R3A	CONV	18C	2_final	NA	42.1399472	-1.8816524	Tempranillo	02/09/2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Rioja
ITS-245	R3A	CONV	NH4	2_final	432	42.1399472	-1.8816524	Tempranillo	02/09/2020	1098	3.68	0.33	201	81.27	5.74	6.55	1.39	37	NA	NA	NA	NA	NA	1.31E+06	8.00E+07	24	1.085667553	0.14	144	Rioja
ITS-263	R3A	CONV	SO2	2_final	648	42.1399472	-1.8816524	Tempranillo	02/09/2020	1098	3.68	0.23	14	98.78	6.43	0.06	2.2	14	NA	NA	NA	NA	NA	2.34E+05	6.00E+07	32	0.398744379	0.09	144	Rioja
ITS-210	R3A	ECO	Control	2_final	408	42.1234189	-1.8844584	Tempranillo	02/09/2020	1096	3.51	0.25	11	97.48	5.62	7.19	1.14	20	NA	NA	NA	NA	NA	8.28E+05	4.40E+07	19	0.649283083	0.16	96	Rioja
ITS-227	R3A	ECO	18C	2_final	600	42.1234189	-1.8844584	Tempranillo	02/09/2020	1096	3.51	0.32	18	88.48	6.03	7.73	0.97	15	NA	NA	NA	NA	NA	4.32E+05	4.00E+07	28	0.569352897	0.11	144	Rioja
ITS-244	R3A	ECO	NH4	2_final	408	42.1234189	-1.8844584	Tempranillo	02/09/2020	1096	3.51	0.42	227	88.25	5.03	0.64	1.79	41	NA	NA	NA	NA	NA	6.60E+05	4.00E+07	19	0.493243803	0.17	96	Rioja
ITS-262	R3A	ECO	SO2	2_final	408	42.1234189	-1.8844584	Tempranillo	02/09/2020	1096	3.51	0.28	15	89.08	5.95	11.09	1.01	18	NA	NA	NA	NA	NA	1.72E+05	8.00E+07	19	0.623033743	0.16	96	Rioja
ITS-212	R3B	CONV	Control	2_final	624	42.1399979	-1.8821292	Tempranillo	02/09/2020	1094	3.52	0.47	8	40.52	7.8	3.39	1.38	12	NA	NA	NA	NA	NA	4.56E+06	8.00E+07	47	0.529975313	0.1	144	Rioja
ITS-228	R3B	CONV	18C	2_final	672	42.1399979	-1.8821292	Tempranillo	02/09/2020	1094	3.52	0.19	8	88.63	6.11	3.19	1.14	12	NA	NA	NA	NA	NA	2.53E+06	8.00E+07	40	0.460692864	0.08	144	Rioja
ITS-246	R3B	CONV	NH4	2_final	336	42.1399979	-1.8821292	Tempranillo	02/09/2020	1094	3.52	0.23	201	95.9	5.54	9.29	1.02	40	NA	NA	NA	NA	NA	1.20E+04	3.20E+07	19	0.725743268	0.16	96	Rioja
ITS-264	R3B	CONV	SO2	2_final	456	42.1399979	-1.8821292	Tempranillo	02/09/2020	1094	3.52	0.22	12	87.62	7.19	6.38	1.21	16	NA	NA	NA	NA	NA	1.74E+05	8.00E+07	24	0.621998434	0.14	192	Rioja
ITS-213	R3B	ECO	Control	2_final	408	42.1223076	-1.8856191	Tempranillo	02/09/2020	1094	3.47	0.23	8	103.27	5.26	8.22	1.23	10	NA	NA	NA	NA	NA	2.04E+06	8.00E+07	21	0.458572173	0.14	96	Rioja
ITS-229	R3B	ECO	18C	2_final	600	42.1223076	-1.8856191	Tempranillo	02/09/2020	1094	3.47	0.32	7	112.36	4.77	4.87	1.3	8	NA	NA	NA	NA	NA	1.06E+07	8.00E+07	47	0.307892091	0.06	144	Rioja
ITS-247	R3B	ECO	NH4	2_final	336	42.1223076	-1.8856191	Tempranillo	02/09/2020	1094	3.47	0.2	75	96.74	4.55	9.69	1.03	38	NA	NA	NA	NA	NA	1.20E+04	5.60E+07	19	0.991067896	0.15	48	Rioja
ITS-265	R3B	ECO	SO2	2_final	600	42.1223076	-1.8856191	Tempranillo	02/09/2020	1094	3.47	0.2	10	107.45	4.84	8.26	1.16	9	NA	NA	NA	NA	NA	3.40E+06	5.64E+07	39	0.505925251	0.07	408	Rioja
ITS-215	R3C	CONV	Control	2_final	336	42.1399912	-1.8824665	Tempranillo	02/09/2020	1098	3.65	0.2	0	102.78	6.25	9.26	1.28	9	NA	NA	NA	NA	NA	1.70E+06	4.00E+07	19	0.515942627	0.12	144	Rioja
ITS-231	R3C	CONV	18C	2_final	672	42.1399912	-1.8824665	Tempranillo	02/09/2020	1098	3.65	0.28	0	95.4	6.68	7.98	1.16	9	NA	NA	NA	NA	NA	2.77E+06	8.00E+07	47	0.585050646	0.08	144	Rioja
ITS-249	R3C	CONV	NH4	2_final	336	42.1399912	-1.8824665	Tempranillo	02/09/2020	1098	3.65	0.27	187	107.51	6.06	13.37	1.17	34	NA	NA	NA	NA	NA	5.58E+04	1.36E+08	21	0.750543569	0.13	72	Rioja
ITS-267	R3C	CONV	SO2	2_final	576	42.1399912	-1.8824665	Tempranillo	02/09/2020	1098	3.65	0.25	15	84.49	7.44	3.86	1.18	13	NA	NA	NA	NA	NA	9.36E+05	4.96E+07	27	0.616868307	0.13	96	Rioja
ITS-214	R3C	ECO	Control	2_final	432	42.12286064	-1.886675892	Tempranillo	02/09/2020	1098	3.57	0.33	0	103.72	8.09	1.12	1.32	10	NA	NA	NA	NA	NA	1.11E+06	4.00E+07	24	0.526495289	0.14	96	Rioja
ITS-230	R3C	ECO	18C	2_final	600	42.12286064	-1.886675892	Tempranillo	02/09/2020	1098	3.57	0.37	0	107.1	7.78	0.36	1.61	10	NA	NA	NA	NA	NA	5.38E+05	8.00E+07	40	0.418142254	0.16	192	Rioja
ITS-248	R3C	ECO	NH4	2_final	408	42.12286064	-1.886675892	Tempranillo	02/09/2020	1098	3.57	0.34	133	100.41	7.34	2.25	1.18	28	NA	NA	NA	NA	NA	1.04E+04	1.20E+07	21	0.981370592	0.16	192	Rioja
ITS-266	R3C	ECO	SO2	2_final	432	42.12286064	-1.886675892	Tempranillo	02/09/2020	1098	3.57	0.35	0	122.32	7.12	0.14	1.54	11	NA	NA	NA	NA	NA	8.54E+05	1.60E+08	21	0.510951962	0.07	192	Rioja
ITS-199	RdG	CONV	Control	2_final	267	38.771684	-6.127178	Garnacha	11/08/2020	1091	3.45	1.23	141	10.09	9.37	0	0.37	129	NA	NA	NA	NA	NA	9.53E+07	2.28E+08	20	0.8681635	0.2	192	Ribera del Guadiana
ITS-233	RdG	CONV	NH4	2_final	267	38.771684	-6.127178	Garnacha	11/08/2020	1091	3.45	0.89	233	14.49	9.06	0	0.42	133	NA	NA	NA	NA	NA	1.41E+08	2.64E+08	20	0.945939873	0.17	192	Ribera del Guadiana
NA	RdG	CONV	18C	2_final	NA	38.771684	-6.127178	Garnacha	11/08/2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ribera del Guadiana
ITS-251	RdG	CONV	SO2	2_final	447	38.771684	-6.127178	Garnacha	11/08/2020	1091	3.45	0.89	139	1.2	9.34	0	0.41	106	NA	NA	NA	NA	NA	1.71E+07	2.80E+08	30	1.315722372	0.15	290	Ribera del Guadiana
ITS-198	RdG	ECO	Control	2_final	336	38.78781	-6.14729	Tempranillo	11/08/2020	1096	3.91	0.23	8	86.14	9.19	0.52	1.57	21	NA	NA	NA	NA	NA	3.26E+08	3.56E+08	22	3.432846937	0.16	356	Ribera del Guadiana
ITS-216	RdG	ECO	18C	2_final	471	38.78781	-6.14729	Tempranillo	11/08/2020	1096	3.91	0.14	10	79.88	7.4	1.24	1.71	9	NA	NA	NA	NA	NA	8.12E+07	1.48E+08	30	0.537790373	0.11	72	Ribera del Guadiana
ITS-232	RdG	ECO	NH4	2_final	336	38.78781	-6.14729	Tempranillo	11/08/2020	1096	3.91	0.38	222	64.47	9.59	1.85	1.58	64	NA	NA	NA	NA	NA	8.00E+05	2.80E+08	20	1.169838511	0.17	72	Ribera del Guadiana
ITS-250	RdG	ECO	SO2	2_final	375	38.78781	-6.14729	Tempranillo	11/08/2020	1096	3.91	0.15	12	73.49	8.76	4.14	1.31	15	NA	NA	NA	NA	NA	4.51E+06	4.80E+07	22	0.730083745	0.15	192	Ribera del Guadiana
ITS-205	VLP	CONV	Control	2_final	168	38.815116	-3.391011	Tempranillo	31/08/2020	1084	3.79	0.7	24	48.49	9.38	0	1.59	18	NA	NA	NA	NA	NA	2.34E+07	3.20E+07	20	0.986211099	0.22	48	Valdepeñas
